time,x
175,-5.655
176,-5.62
177,-5.61
178,-5.585
179,-5.57
180,-5.55
181,-5.52
182,-5.485
183,-5.465
184,-5.46
185,-5.465
186,-5.48
187,-5.5
188,-5.52
189,-5.53
190,-5.55
191,-5.565
192,-5.575
193,-5.595
194,-5.61
195,-5.635
196,-5.66
197,-5.695
198,-5.72
199,-5.725
200,-5.75
201,-5.76
202,-5.775
203,-5.785
204,-5.8
205,-5.8
206,-5.81
207,-5.81
208,-5.825
209,-5.845
210,-5.865
211,-5.87
212,-5.86
213,-5.87
214,-5.865
215,-5.875
216,-5.87
217,-5.875
218,-5.88
219,-5.87
220,-5.86
221,-5.85
222,-5.845
223,-5.84
224,-5.83
225,-5.82
226,-5.81
227,-5.81
228,-5.805
229,-5.805
230,-5.8
231,-5.8
232,-5.795
233,-5.785
234,-5.76
235,-5.75
236,-5.75
237,-5.745
238,-5.755
239,-5.755
240,-5.74
241,-5.72
242,-5.705
243,-5.69
244,-5.69
245,-5.7
246,-5.715
247,-5.715
248,-5.715
249,-5.72
250,-5.74
251,-5.76
252,-5.78
253,-5.795
254,-5.815
255,-5.835
256,-5.86
257,-5.89
258,-5.89
259,-5.88
260,-5.885
261,-5.885
262,-5.89
263,-5.895
264,-5.885
265,-5.885
266,-5.88
267,-5.875
268,-5.87
269,-5.88
270,-5.895
271,-5.9
272,-5.855
273,-5.735
274,-5.595
275,-5.4
276,-5.105
277,-4.71
278,-4.34
279,-4.105
280,-4.01
281,-4.02
282,-4.2
283,-4.505
284,-4.935
285,-5.395
286,-5.84
287,-6.15
288,-6.25
289,-6.24
290,-6.24
291,-6.235
292,-6.215
293,-6.17
294,-6.12
295,-6.085
296,-6.075
297,-6.065
298,-6.06
299,-6.055
300,-6.055
301,-6.055
302,-6.05
303,-6.045
304,-6.035
305,-6.03
306,-6.025
307,-6.015
308,-6.015
309,-6.005
310,-6
311,-5.99
312,-5.99
313,-5.97
314,-5.955
315,-5.94
316,-5.915
317,-5.885
318,-5.865
319,-5.84
320,-5.8
321,-5.765
322,-5.725
323,-5.68
324,-5.635
325,-5.615
326,-5.58
327,-5.56
328,-5.545
329,-5.52
330,-5.515
331,-5.505
332,-5.51
333,-5.505
334,-5.5
335,-5.51
336,-5.52
337,-5.54
338,-5.55
339,-5.565
340,-5.58
341,-5.6
342,-5.62
343,-5.64
344,-5.665
345,-5.69
346,-5.71
347,-5.725
348,-5.74
349,-5.755
350,-5.765
351,-5.775
352,-5.78
353,-5.79
354,-5.8
355,-5.81
356,-5.815
357,-5.81
358,-5.815
359,-5.82
360,-5.835
361,-5.835
362,-5.835
363,-5.835
364,-5.835
365,-5.83
366,-5.825
367,-5.82
368,-5.81
369,-5.81
370,-5.805
371,-5.805
372,-5.8
373,-5.795
374,-5.785
375,-5.77
376,-5.76
377,-5.76
378,-5.76
379,-5.745
380,-5.735
381,-5.725
382,-5.715
383,-5.695
384,-5.685
385,-5.68
386,-5.68
387,-5.68
388,-5.68
389,-5.67
390,-5.65
391,-5.63
392,-5.625
393,-5.635
394,-5.635
395,-5.635
396,-5.635
397,-5.64
398,-5.66
399,-5.68
400,-5.7
401,-5.715
402,-5.725
403,-5.74
404,-5.76
405,-5.78
406,-5.795
407,-5.805
408,-5.825
409,-5.845
410,-5.865
411,-5.895
412,-5.92
413,-5.925
414,-5.885
415,-5.805
416,-5.705
417,-5.58
418,-5.425
419,-5.23
420,-4.97
421,-4.65
422,-4.36
423,-4.14
424,-4
425,-3.94
426,-3.96
427,-4.075
428,-4.34
429,-4.8
430,-5.27
431,-5.64
432,-5.835
433,-6.005
434,-6.13
435,-6.2
436,-6.215
437,-6.165
438,-6.075
439,-6.025
440,-6.005
441,-6.005
442,-6.005
443,-6.005
444,-6.005
445,-6.015
446,-6.015
447,-6.02
448,-6.025
449,-6.035
450,-6.045
451,-6.045
452,-6.05
453,-6.05
454,-6.055
455,-6.06
456,-6.065
457,-6.065
458,-6.07
459,-6.07
460,-6.065
461,-6.065
462,-6.055
463,-6.045
464,-6.035
465,-6.01
466,-5.99
467,-5.965
468,-5.935
469,-5.905
470,-5.88
471,-5.85
472,-5.825
473,-5.795
474,-5.76
475,-5.735
476,-5.7
477,-5.68
478,-5.66
479,-5.64
480,-5.635
481,-5.625
482,-5.625
483,-5.615
484,-5.61
485,-5.615
486,-5.615
487,-5.62
488,-5.615
489,-5.625
490,-5.63
491,-5.635
492,-5.64
493,-5.655
494,-5.66
495,-5.67
496,-5.68
497,-5.69
498,-5.7
499,-5.715
500,-5.72
501,-5.735
502,-5.74
503,-5.75
504,-5.755
505,-5.76
506,-5.765
507,-5.775
508,-5.785
509,-5.795
510,-5.8
511,-5.8
512,-5.8
513,-5.8
514,-5.8
515,-5.8
516,-5.8
517,-5.795
518,-5.795
519,-5.79
520,-5.785
521,-5.785
522,-5.78
523,-5.78
524,-5.77
525,-5.77
526,-5.76
527,-5.755
528,-5.74
529,-5.73
530,-5.72
531,-5.705
532,-5.695
533,-5.69
534,-5.69
535,-5.7
536,-5.69
537,-5.68
538,-5.655
539,-5.635
540,-5.62
541,-5.625
542,-5.63
543,-5.63
544,-5.63
545,-5.635
546,-5.645
547,-5.665
548,-5.685
549,-5.7
550,-5.725
551,-5.75
552,-5.76
553,-5.79
554,-5.805
555,-5.81
556,-5.81
557,-5.815
558,-5.815
559,-5.815
560,-5.81
561,-5.805
562,-5.8
563,-5.8
564,-5.805
565,-5.805
566,-5.805
567,-5.825
568,-5.835
569,-5.785
570,-5.665
571,-5.525
572,-5.36
573,-5.06
574,-4.665
575,-4.3
576,-4.08
577,-4
578,-4.04
579,-4.24
580,-4.555
581,-4.965
582,-5.44
583,-5.855
584,-6.115
585,-6.19
586,-6.18
587,-6.18
588,-6.17
589,-6.13
590,-6.07
591,-6.015
592,-5.985
593,-5.98
594,-5.975
595,-5.97
596,-5.97
597,-5.96
598,-5.955
599,-5.955
600,-5.96
601,-5.96
602,-5.96
603,-5.96
604,-5.955
605,-5.95
606,-5.945
607,-5.94
608,-5.93
609,-5.915
610,-5.895
611,-5.88
612,-5.855
613,-5.825
614,-5.795
615,-5.76
616,-5.73
617,-5.695
618,-5.66
619,-5.625
620,-5.59
621,-5.56
622,-5.535
623,-5.515
624,-5.495
625,-5.465
626,-5.445
627,-5.43
628,-5.415
629,-5.405
630,-5.4
631,-5.4
632,-5.41
633,-5.425
634,-5.44
635,-5.46
636,-5.475
637,-5.495
638,-5.52
639,-5.55
640,-5.575
641,-5.6
642,-5.62
643,-5.645
644,-5.665
645,-5.685
646,-5.7
647,-5.72
648,-5.735
649,-5.75
650,-5.765
651,-5.775
652,-5.79
653,-5.805
654,-5.815
655,-5.82
656,-5.825
657,-5.83
658,-5.835
659,-5.835
660,-5.835
661,-5.835
662,-5.83
663,-5.82
664,-5.82
665,-5.82
666,-5.815
667,-5.805
668,-5.805
669,-5.8
670,-5.8
671,-5.795
672,-5.79
673,-5.78
674,-5.765
675,-5.75
676,-5.74
677,-5.73
678,-5.725
679,-5.725
680,-5.725
681,-5.71
682,-5.695
683,-5.67
684,-5.645
685,-5.635
686,-5.635
687,-5.645
688,-5.645
689,-5.645
690,-5.65
691,-5.66
692,-5.675
693,-5.69
694,-5.71
695,-5.73
696,-5.755
697,-5.78
698,-5.8
699,-5.82
700,-5.835
701,-5.84
702,-5.85
703,-5.855
704,-5.855
705,-5.86
706,-5.865
707,-5.87
708,-5.87
709,-5.87
710,-5.865
711,-5.86
712,-5.87
713,-5.885
714,-5.89
715,-5.825
716,-5.695
717,-5.555
718,-5.355
719,-5.03
720,-4.63
721,-4.3
722,-4.12
723,-4.08
724,-4.135
725,-4.355
726,-4.665
727,-5.08
728,-5.525
729,-5.93
730,-6.2
731,-6.3
732,-6.285
733,-6.28
734,-6.28
735,-6.255
736,-6.19
737,-6.12
738,-6.065
739,-6.045
740,-6.04
741,-6.035
742,-6.03
743,-6.025
744,-6.025
745,-6.03
746,-6.03
747,-6.025
748,-6.02
749,-6.02
750,-6.02
751,-6.015
752,-6.015
753,-6
754,-5.995
755,-5.98
756,-5.965
757,-5.945
758,-5.93
759,-5.91
760,-5.88
761,-5.85
762,-5.82
763,-5.795
764,-5.755
765,-5.72
766,-5.685
767,-5.66
768,-5.625
769,-5.6
770,-5.58
771,-5.565
772,-5.55
773,-5.54
774,-5.535
775,-5.53
776,-5.53
777,-5.53
778,-5.54
779,-5.555
780,-5.57
781,-5.58
782,-5.6
783,-5.625
784,-5.64
785,-5.66
786,-5.67
787,-5.69
788,-5.715
789,-5.73
790,-5.75
791,-5.77
792,-5.785
793,-5.8
794,-5.815
795,-5.825
796,-5.835
797,-5.84
798,-5.85
799,-5.855
800,-5.865
801,-5.875
802,-5.88
803,-5.885
804,-5.89
805,-5.885
806,-5.88
807,-5.895
808,-5.895
809,-5.905
810,-5.915
811,-5.915
812,-5.9
813,-5.89
814,-5.88
815,-5.875
816,-5.87
817,-5.865
818,-5.86
819,-5.85
820,-5.84
821,-5.83
822,-5.82
823,-5.805
824,-5.8
825,-5.795
826,-5.79
827,-5.795
828,-5.8
829,-5.79
830,-5.77
831,-5.745
832,-5.73
833,-5.73
834,-5.73
835,-5.72
836,-5.73
837,-5.735
838,-5.74
839,-5.755
840,-5.775
841,-5.785
842,-5.8
843,-5.825
844,-5.845
845,-5.865
846,-5.88
847,-5.89
848,-5.89
849,-5.895
850,-5.905
851,-5.9
852,-5.895
853,-5.895
854,-5.895
855,-5.9
856,-5.905
857,-5.91
858,-5.91
859,-5.92
860,-5.955
861,-5.945
862,-5.865
863,-5.73
864,-5.575
865,-5.34
866,-4.99
867,-4.6
868,-4.29
869,-4.14
870,-4.1
871,-4.17
872,-4.39
873,-4.73
874,-5.17
875,-5.635
876,-6.015
877,-6.25
878,-6.31
879,-6.3
880,-6.3
881,-6.3
882,-6.27
883,-6.22
884,-6.165
885,-6.12
886,-6.105
887,-6.11
888,-6.105
889,-6.095
890,-6.07
891,-6.055
892,-6.05
893,-6.045
894,-6.04
895,-6.03
896,-6.025
897,-6.02
898,-6.02
899,-6.01
900,-6
901,-6
902,-5.985
903,-5.97
904,-5.945
905,-5.92
906,-5.895
907,-5.87
908,-5.84
909,-5.81
910,-5.78
911,-5.745
912,-5.715
913,-5.695
914,-5.67
915,-5.64
916,-5.62
917,-5.59
918,-5.575
919,-5.56
920,-5.555
921,-5.545
922,-5.535
923,-5.54
924,-5.545
925,-5.54
926,-5.555
927,-5.57
928,-5.6
929,-5.615
930,-5.63
931,-5.65
932,-5.665
933,-5.685
934,-5.715
935,-5.735
936,-5.755
937,-5.78
938,-5.805
939,-5.82
940,-5.83
941,-5.825
942,-5.825
943,-5.835
944,-5.845
945,-5.855
946,-5.87
947,-5.88
948,-5.885
949,-5.89
950,-5.895
951,-5.885
952,-5.87
953,-5.87
954,-5.87
955,-5.87
956,-5.875
957,-5.875
958,-5.87
959,-5.86
960,-5.85
961,-5.84
962,-5.84
963,-5.845
964,-5.85
965,-5.835
966,-5.825
967,-5.815
968,-5.805
969,-5.795
970,-5.785
971,-5.78
972,-5.785
973,-5.78
974,-5.76
975,-5.72
976,-5.7
977,-5.695
978,-5.71
979,-5.71
980,-5.71
981,-5.715
982,-5.74
983,-5.755
984,-5.77
985,-5.79
986,-5.815
987,-5.835
988,-5.845
989,-5.88
990,-5.89
991,-5.905
992,-5.92
993,-5.91
994,-5.905
995,-5.895
996,-5.9
997,-5.9
998,-5.9
999,-5.9
1000,-5.9
1001,-5.89
1002,-5.885
1003,-5.89
1004,-5.91
1005,-5.915
1006,-5.865
1007,-5.745
1008,-5.6
1009,-5.395
1010,-5.075
1011,-4.67
1012,-4.325
1013,-4.135
1014,-4.075
1015,-4.125
1016,-4.335
1017,-4.68
1018,-5.12
1019,-5.58
1020,-5.98
1021,-6.24
1022,-6.3
1023,-6.29
1024,-6.295
1025,-6.28
1026,-6.26
1027,-6.2
1028,-6.145
1029,-6.105
1030,-6.09
1031,-6.085
1032,-6.085
1033,-6.085
1034,-6.095
1035,-6.095
1036,-6.095
1037,-6.085
1038,-6.08
1039,-6.07
1040,-6.065
1041,-6.07
1042,-6.065
1043,-6.05
1044,-6.035
1045,-6.015
1046,-6.005
1047,-5.99
1048,-5.97
1049,-5.945
1050,-5.92
1051,-5.88
1052,-5.845
1053,-5.805
1054,-5.77
1055,-5.735
1056,-5.71
1057,-5.7
1058,-5.675
1059,-5.64
1060,-5.61
1061,-5.59
1062,-5.58
1063,-5.58
1064,-5.575
1065,-5.565
1066,-5.56
1067,-5.56
1068,-5.565
1069,-5.58
1070,-5.595
1071,-5.615
1072,-5.63
1073,-5.64
1074,-5.66
1075,-5.68
1076,-5.7
1077,-5.715
1078,-5.725
1079,-5.755
1080,-5.78
1081,-5.805
1082,-5.815
1083,-5.815
1084,-5.825
1085,-5.84
1086,-5.85
1087,-5.875
1088,-5.88
1089,-5.885
1090,-5.905
1091,-5.9
1092,-5.9
1093,-5.895
1094,-5.895
1095,-5.91
1096,-5.905
1097,-5.9
1098,-5.905
1099,-5.905
1100,-5.89
1101,-5.88
1102,-5.88
1103,-5.875
1104,-5.86
1105,-5.865
1106,-5.865
1107,-5.865
1108,-5.855
1109,-5.84
1110,-5.83
1111,-5.805
1112,-5.8
1113,-5.785
1114,-5.775
1115,-5.775
1116,-5.78
1117,-5.78
1118,-5.755
1119,-5.74
1120,-5.715
1121,-5.71
1122,-5.72
1123,-5.715
1124,-5.72
1125,-5.73
1126,-5.74
1127,-5.755
1128,-5.775
1129,-5.79
1130,-5.8
1131,-5.81
1132,-5.835
1133,-5.85
1134,-5.88
1135,-5.89
1136,-5.89
1137,-5.89
1138,-5.9
1139,-5.905
1140,-5.9
1141,-5.905
1142,-5.92
1143,-5.915
1144,-5.9
1145,-5.89
1146,-5.89
1147,-5.895
1148,-5.91
1149,-5.905
1150,-5.855
1151,-5.705
1152,-5.565
1153,-5.335
1154,-4.985
1155,-4.595
1156,-4.25
1157,-4.07
1158,-4.01
1159,-4.08
1160,-4.3
1161,-4.64
1162,-5.08
1163,-5.55
1164,-5.955
1165,-6.2
1166,-6.25
1167,-6.24
1168,-6.245
1169,-6.24
1170,-6.21
1171,-6.175
1172,-6.135
1173,-6.11
1174,-6.09
1175,-6.09
1176,-6.07
1177,-6.065
1178,-6.065
1179,-6.07
1180,-6.06
1181,-6.05
1182,-6.055
1183,-6.05
1184,-6.045
1185,-6.035
1186,-6.025
1187,-6.025
1188,-6.03
1189,-6.03
1190,-6.02
1191,-6
1192,-5.98
1193,-5.96
1194,-5.935
1195,-5.905
1196,-5.88
1197,-5.845
1198,-5.815
1199,-5.78
1200,-5.75
1201,-5.715
1202,-5.675
1203,-5.635
1204,-5.61
1205,-5.585
1206,-5.565
1207,-5.55
1208,-5.535
1209,-5.525
1210,-5.525
1211,-5.525
1212,-5.535
1213,-5.555
1214,-5.565
1215,-5.575
1216,-5.59
1217,-5.605
1218,-5.625
1219,-5.64
1220,-5.67
1221,-5.695
1222,-5.72
1223,-5.74
1224,-5.755
1225,-5.77
1226,-5.775
1227,-5.785
1228,-5.8
1229,-5.81
1230,-5.82
1231,-5.82
1232,-5.825
1233,-5.84
1234,-5.85
1235,-5.86
1236,-5.86
1237,-5.865
1238,-5.87
1239,-5.875
1240,-5.88
1241,-5.88
1242,-5.88
1243,-5.87
1244,-5.87
1245,-5.875
1246,-5.875
1247,-5.87
1248,-5.865
1249,-5.855
1250,-5.845
1251,-5.84
1252,-5.825
1253,-5.82
1254,-5.81
1255,-5.805
1256,-5.785
1257,-5.77
1258,-5.76
1259,-5.74
1260,-5.74
1261,-5.74
1262,-5.735
1263,-5.73
1264,-5.72
1265,-5.7
1266,-5.68
1267,-5.67
1268,-5.67
1269,-5.675
1270,-5.675
1271,-5.67
1272,-5.685
1273,-5.695
1274,-5.71
1275,-5.73
1276,-5.75
1277,-5.77
1278,-5.785
1279,-5.815
1280,-5.84
1281,-5.86
1282,-5.86
1283,-5.85
1284,-5.855
1285,-5.86
1286,-5.86
1287,-5.87
1288,-5.875
1289,-5.865
1290,-5.86
1291,-5.86
1292,-5.85
1293,-5.85
1294,-5.87
1295,-5.885
1296,-5.865
1297,-5.775
1298,-5.64
1299,-5.48
1300,-5.215
1301,-4.825
1302,-4.425
1303,-4.13
1304,-3.985
1305,-3.955
1306,-4.065
1307,-4.315
1308,-4.68
1309,-5.14
1310,-5.6
1311,-5.975
1312,-6.19
1313,-6.215
1314,-6.2
1315,-6.2
1316,-6.19
1317,-6.155
1318,-6.1
1319,-6.045
1320,-6.03
1321,-6.025
1322,-6.02
1323,-6.015
1324,-6.015
1325,-6.015
1326,-6.015
1327,-6.01
1328,-6
1329,-5.995
1330,-5.99
1331,-5.99
1332,-5.99
1333,-5.99
1334,-5.98
1335,-5.975
1336,-5.965
1337,-5.955
1338,-5.935
1339,-5.92
1340,-5.9
1341,-5.88
1342,-5.86
1343,-5.82
1344,-5.79
1345,-5.765
1346,-5.73
1347,-5.695
1348,-5.66
1349,-5.625
1350,-5.6
1351,-5.58
1352,-5.56
1353,-5.535
1354,-5.51
1355,-5.49
1356,-5.48
1357,-5.47
1358,-5.47
1359,-5.465
1360,-5.465
1361,-5.48
1362,-5.49
1363,-5.505
1364,-5.52
1365,-5.53
1366,-5.55
1367,-5.575
1368,-5.6
1369,-5.625
1370,-5.65
1371,-5.67
1372,-5.69
1373,-5.71
1374,-5.715
1375,-5.735
1376,-5.745
1377,-5.76
1378,-5.765
1379,-5.78
1380,-5.79
1381,-5.785
1382,-5.795
1383,-5.8
1384,-5.8
1385,-5.81
1386,-5.815
1387,-5.815
1388,-5.81
1389,-5.805
1390,-5.81
1391,-5.82
1392,-5.82
1393,-5.82
1394,-5.815
1395,-5.81
1396,-5.81
1397,-5.805
1398,-5.8
1399,-5.8
1400,-5.795
1401,-5.79
1402,-5.785
1403,-5.78
1404,-5.77
1405,-5.76
1406,-5.745
1407,-5.73
1408,-5.71
1409,-5.71
1410,-5.7
1411,-5.7
1412,-5.7
1413,-5.695
1414,-5.68
1415,-5.655
1416,-5.64
1417,-5.635
1418,-5.64
1419,-5.645
1420,-5.65
1421,-5.655
1422,-5.655
1423,-5.665
1424,-5.68
1425,-5.7
1426,-5.72
1427,-5.735
1428,-5.76
1429,-5.775
1430,-5.8
1431,-5.82
1432,-5.825
1433,-5.83
1434,-5.83
1435,-5.83
1436,-5.83
1437,-5.835
1438,-5.84
1439,-5.84
1440,-5.835
1441,-5.83
1442,-5.825
1443,-5.83
1444,-5.84
1445,-5.865
1446,-5.845
1447,-5.76
1448,-5.62
1449,-5.46
1450,-5.215
1451,-4.845
1452,-4.445
1453,-4.15
1454,-4.005
1455,-3.98
1456,-4.08
1457,-4.31
1458,-4.675
1459,-5.11
1460,-5.57
1461,-5.955
1462,-6.165
1463,-6.2
1464,-6.19
1465,-6.185
1466,-6.18
1467,-6.14
1468,-6.09
1469,-6.04
1470,-6.01
1471,-6.01
1472,-6.005
1473,-6
1474,-6
1475,-6
1476,-5.995
1477,-5.99
1478,-5.995
1479,-6
1480,-6
1481,-5.995
1482,-5.99
1483,-5.98
1484,-5.97
1485,-5.965
1486,-5.96
1487,-5.955
1488,-5.94
1489,-5.92
1490,-5.9
1491,-5.88
1492,-5.86
1493,-5.835
1494,-5.8
1495,-5.76
1496,-5.735
1497,-5.7
1498,-5.67
1499,-5.64
1500,-5.61
1501,-5.585
1502,-5.56
1503,-5.54
1504,-5.52
1505,-5.51
1506,-5.485
1507,-5.475
1508,-5.465
1509,-5.465
1510,-5.47
1511,-5.475
1512,-5.49
1513,-5.505
1514,-5.525
1515,-5.545
1516,-5.565
1517,-5.59
1518,-5.61
1519,-5.635
1520,-5.65
1521,-5.675
1522,-5.695
1523,-5.71
1524,-5.73
1525,-5.745
1526,-5.76
1527,-5.775
1528,-5.785
1529,-5.8
1530,-5.81
1531,-5.81
1532,-5.82
1533,-5.825
1534,-5.825
1535,-5.83
1536,-5.84
1537,-5.84
1538,-5.835
1539,-5.835
1540,-5.835
1541,-5.835
1542,-5.83
1543,-5.825
1544,-5.825
1545,-5.815
1546,-5.815
1547,-5.815
1548,-5.81
1549,-5.805
1550,-5.8
1551,-5.79
1552,-5.785
1553,-5.785
1554,-5.78
1555,-5.775
1556,-5.76
1557,-5.745
1558,-5.72
1559,-5.71
1560,-5.7
1561,-5.7
1562,-5.705
1563,-5.7
1564,-5.685
1565,-5.66
1566,-5.64
1567,-5.635
1568,-5.64
1569,-5.64
1570,-5.645
1571,-5.655
1572,-5.66
1573,-5.68
1574,-5.695
1575,-5.705
1576,-5.725
1577,-5.75
1578,-5.77
1579,-5.795
1580,-5.82
1581,-5.84
1582,-5.84
1583,-5.84
1584,-5.84
1585,-5.84
1586,-5.84
1587,-5.84
1588,-5.84
1589,-5.84
1590,-5.835
1591,-5.835
1592,-5.83
1593,-5.835
1594,-5.85
1595,-5.86
1596,-5.825
1597,-5.72
1598,-5.58
1599,-5.42
1600,-5.15
1601,-4.76
1602,-4.37
1603,-4.115
1604,-4.01
1605,-4.01
1606,-4.17
1607,-4.45
1608,-4.84
1609,-5.29
1610,-5.74
1611,-6.055
1612,-6.2
1613,-6.195
1614,-6.195
1615,-6.19
1616,-6.165
1617,-6.115
1618,-6.055
1619,-6.01
1620,-6
1621,-5.995
1622,-5.99
1623,-5.99
1624,-5.99
1625,-5.985
1626,-5.985
1627,-5.98
1628,-5.975
1629,-5.97
1630,-5.965
1631,-5.965
1632,-5.965
1633,-5.955
1634,-5.945
1635,-5.935
1636,-5.925
1637,-5.91
1638,-5.89
1639,-5.875
1640,-5.855
1641,-5.835
1642,-5.81
1643,-5.785
1644,-5.75
1645,-5.715
1646,-5.68
1647,-5.65
1648,-5.62
1649,-5.59
1650,-5.56
1651,-5.535
1652,-5.51
1653,-5.49
1654,-5.48
1655,-5.47
1656,-5.465
1657,-5.455
1658,-5.45
1659,-5.45
1660,-5.46
1661,-5.47
1662,-5.485
1663,-5.5
1664,-5.52
1665,-5.54
1666,-5.565
1667,-5.585
1668,-5.61
1669,-5.635
1670,-5.66
1671,-5.68
1672,-5.705
1673,-5.72
1674,-5.745
1675,-5.76
1676,-5.77
1677,-5.78
1678,-5.79
1679,-5.8
1680,-5.805
1681,-5.82
1682,-5.82
1683,-5.83
1684,-5.835
1685,-5.84
1686,-5.84
1687,-5.84
1688,-5.84
1689,-5.84
1690,-5.845
1691,-5.845
1692,-5.84
1693,-5.84
1694,-5.84
1695,-5.84
1696,-5.84
1697,-5.835
1698,-5.83
1699,-5.83
1700,-5.82
1701,-5.82
1702,-5.815
1703,-5.805
1704,-5.8
1705,-5.78
1706,-5.765
1707,-5.76
1708,-5.75
1709,-5.74
1710,-5.74
1711,-5.74
1712,-5.725
1713,-5.71
1714,-5.685
1715,-5.67
1716,-5.67
1717,-5.68
1718,-5.68
1719,-5.68
1720,-5.685
1721,-5.69
1722,-5.7
1723,-5.72
1724,-5.735
1725,-5.75
1726,-5.775
1727,-5.8
1728,-5.82
1729,-5.84
1730,-5.85
1731,-5.86
1732,-5.865
1733,-5.875
1734,-5.88
1735,-5.88
1736,-5.88
1737,-5.875
1738,-5.875
1739,-5.87
1740,-5.87
1741,-5.87
1742,-5.875
1743,-5.895
1744,-5.89
1745,-5.815
1746,-5.69
1747,-5.555
1748,-5.35
1749,-5.015
1750,-4.615
1751,-4.265
1752,-4.075
1753,-4.025
1754,-4.105
1755,-4.345
1756,-4.68
1757,-5.115
1758,-5.575
1759,-5.97
1760,-6.205
1761,-6.265
1762,-6.255
1763,-6.245
1764,-6.235
1765,-6.195
1766,-6.13
1767,-6.075
1768,-6.04
1769,-6.04
1770,-6.035
1771,-6.025
1772,-6.02
1773,-6.01
1774,-6.005
1775,-6
1776,-6
1777,-5.995
1778,-5.99
1779,-5.985
1780,-5.98
1781,-5.98
1782,-5.98
1783,-5.975
1784,-5.965
1785,-5.96
1786,-5.945
1787,-5.925
1788,-5.905
1789,-5.875
1790,-5.845
1791,-5.815
1792,-5.78
1793,-5.75
1794,-5.72
1795,-5.68
1796,-5.655
1797,-5.625
1798,-5.6
1799,-5.58
1800,-5.555
1801,-5.54
1802,-5.52
1803,-5.505
1804,-5.495
1805,-5.485
1806,-5.48
1807,-5.48
1808,-5.49
1809,-5.5
1810,-5.515
1811,-5.525
1812,-5.54
1813,-5.555
1814,-5.575
1815,-5.595
1816,-5.62
1817,-5.645
1818,-5.67
1819,-5.69
1820,-5.705
1821,-5.725
1822,-5.745
1823,-5.76
1824,-5.775
1825,-5.79
1826,-5.8
1827,-5.81
1828,-5.815
1829,-5.825
1830,-5.83
1831,-5.835
1832,-5.84
1833,-5.84
1834,-5.845
1835,-5.86
1836,-5.86
1837,-5.86
1838,-5.865
1839,-5.865
1840,-5.865
1841,-5.86
1842,-5.85
1843,-5.845
1844,-5.84
1845,-5.84
1846,-5.835
1847,-5.825
1848,-5.82
1849,-5.815
1850,-5.8
1851,-5.795
1852,-5.77
1853,-5.76
1854,-5.76
1855,-5.75
1856,-5.755
1857,-5.75
1858,-5.745
1859,-5.735
1860,-5.71
1861,-5.69
1862,-5.685
1863,-5.69
1864,-5.685
1865,-5.68
1866,-5.675
1867,-5.685
1868,-5.695
1869,-5.715
1870,-5.73
1871,-5.745
1872,-5.765
1873,-5.79
1874,-5.81
1875,-5.835
1876,-5.85
1877,-5.86
1878,-5.86
